user_id,source_pool,source_license,dest_platform,source_platform,dest_license,pool_percentage,training_requirement,migration_date,status
USR-0815,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-19,Pending
USR-0816,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-11-23,Migrated
USR-0817,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-11-19,Migrated
USR-0818,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-06,Pending
USR-0819,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-09,Migrated
USR-0820,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-16,Pending
USR-0821,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-08-15,Pending
USR-0822,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-10-27,Migrated
USR-0823,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-26,Pending
USR-0824,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-04-30,Migrated
USR-0825,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-12-24,Migrated
USR-0826,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-07-22,Migrated
USR-0827,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-08-30,Migrated
USR-0828,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-22,Pending
USR-0829,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-02-23,Pending
USR-0830,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-01,Migrated
USR-0831,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-04-27,Migrated
USR-0832,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-16,Migrated
USR-0833,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-03-28,Migrated
USR-0834,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-15,Migrated
USR-0835,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-10-03,Migrated
USR-0836,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-03-10,Migrated
USR-0837,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-03-31,Migrated
USR-0838,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-21,Pending
USR-0839,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-11-23,Migrated
USR-0840,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-06-26,Pending
USR-0841,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-15,Pending
USR-0842,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-13,Pending
USR-0843,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-09-24,Migrated
USR-0844,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-06-25,Migrated
USR-0845,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-12-18,Migrated
USR-0846,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-09-01,Migrated
USR-0847,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-05-29,Migrated
USR-0848,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-10-07,Pending
USR-0849,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-14,Pending
USR-0850,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-26,Pending
USR-0851,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-14,Pending
USR-0852,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-09-21,Migrated
USR-0853,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-12-21,Migrated
USR-0854,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-09-29,Migrated
USR-0855,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-02-05,Migrated
USR-0856,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-22,Migrated
USR-0857,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-12-24,Pending
USR-0858,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-10,Pending
USR-0859,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-01-12,Migrated
USR-0860,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-17,Migrated
USR-0861,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-01-05,Migrated
USR-0862,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-09-09,Migrated
USR-0863,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-09-12,Migrated
USR-0864,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-01-17,Migrated
USR-0865,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-15,Pending
USR-0866,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-02-06,Migrated
USR-0867,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-08,Pending
USR-0868,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-03-03,Migrated
USR-0869,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-07-16,Migrated
USR-0870,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-18,Migrated
USR-0871,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-02-18,Migrated
USR-0872,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-08-30,Pending
USR-0873,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-06-14,Pending
USR-0874,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-10-08,Migrated
USR-0875,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-22,Pending
USR-0876,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-01-27,Migrated
USR-0877,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-02-27,Migrated
USR-0878,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-01-08,Migrated
USR-0879,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-02,Migrated
USR-0880,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-22,Pending
USR-0881,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-12-18,Pending
USR-0882,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-02-15,Pending
USR-0883,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-12-17,Migrated
USR-0884,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-11-16,Pending
USR-0885,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-19,Migrated
USR-0886,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-03-05,Migrated
USR-0887,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-12,Pending
USR-0888,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-08-12,Migrated
USR-0889,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-07-12,Migrated
USR-0890,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-21,Pending
USR-0891,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-30,Pending
USR-0892,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-17,Pending
USR-0893,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-08-27,Migrated
USR-0894,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-10-10,Migrated
USR-0895,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-08-18,Migrated
USR-0896,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-06,Migrated
USR-0897,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-09-16,Pending
USR-0898,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-01-10,Pending
USR-0899,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-11-13,Pending
USR-0900,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-12-03,Migrated
USR-0901,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-04-07,Migrated
USR-0902,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-09,Pending
USR-0903,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-28,Migrated
USR-0904,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-24,Pending
USR-0905,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-03-07,Migrated
USR-0906,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-24,Migrated
USR-0907,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-19,Pending
USR-0908,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-07,Pending
USR-0909,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-05-11,Pending
USR-0910,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-06,Migrated
USR-0911,Pool_3,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-12-01,Migrated
USR-0912,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-02-10,Pending
USR-0913,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-07-03,Pending
USR-0914,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-07-31,Pending
USR-0915,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-01-30,Migrated
USR-0916,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-01-21,Migrated
USR-0917,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-02-09,Migrated
USR-0918,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-02-19,Migrated
USR-0919,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-16,Migrated
USR-0920,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-05-07,Migrated
USR-0921,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-10-12,Pending
USR-0922,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-02-24,Migrated
USR-0923,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-12-11,Migrated
USR-0924,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-02-23,Pending
USR-0925,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-24,Migrated
USR-0926,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-09-30,Pending
USR-0927,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-06-29,Migrated
USR-0928,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-06-15,Migrated
USR-0929,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-11-20,Migrated
USR-0930,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-11-07,Pending
USR-0931,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-07-11,Migrated
USR-0932,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-05-10,Migrated
USR-0933,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-22,Pending
USR-0934,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-25,Migrated
USR-0935,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-06-03,Pending
USR-0936,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-04-19,Migrated
USR-0937,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-12-19,Migrated
USR-0938,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Directed,2024-09-18,Migrated
USR-0939,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-03-20,Pending
USR-0940,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-03-20,Migrated
USR-0941,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-10-25,Migrated
USR-0942,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-06-02,Migrated
USR-0943,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-04-21,Migrated
USR-0944,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-09-04,Migrated
USR-0945,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-12-19,Migrated
USR-0946,Pool_1,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-02-18,Migrated
USR-0947,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-22,Pending
USR-0948,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-06-20,Pending
USR-0949,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-08-01,Pending
USR-0950,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Study,2024-04-26,Migrated
USR-0951,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-01-06,Migrated
USR-0952,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-01-28,Pending
USR-0953,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-03,Pending
USR-0954,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-12-23,Pending
USR-0955,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-20,Migrated
USR-0956,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-10-21,Migrated
USR-0957,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-28,Pending
USR-0958,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-06-21,Migrated
USR-0959,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-01-26,Migrated
USR-0960,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-07-23,Pending
USR-0961,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-07,Pending
USR-0962,Pool_4,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Self-Study,2024-04-11,Migrated
USR-0963,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-04-10,Pending
USR-0964,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-09-25,Pending
USR-0965,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-08-08,Migrated
USR-0966,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-02-15,Pending
USR-0967,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-07-06,Migrated
USR-0968,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-10-31,Pending
USR-0969,Pool_2,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-03-27,Migrated
USR-0970,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-08-14,Migrated
USR-0971,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-04-29,Pending
USR-0972,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-02-13,Migrated
USR-0973,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-13,Migrated
USR-0974,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-05-27,Migrated
USR-0975,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-02-26,Migrated
USR-0976,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-06-18,Pending
USR-0977,Pool_4,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-04-14,Migrated
USR-0978,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-10-07,Pending
USR-0979,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-03-13,Pending
USR-0980,Pool_3,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-07-11,Migrated
USR-0981,Pool_2,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Instructor-Led,2024-01-23,Pending
USR-0982,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-04-12,Migrated
USR-0983,Pool_5,GraphPad Prism Enterprise,Jupyter,GraphPad Prism,Open Source,0.2,Instructor-Led,2024-01-28,Migrated
USR-0984,Pool_3,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Directed,2024-02-04,Pending
USR-0985,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-12-03,Pending
USR-0986,Pool_5,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-05-29,Pending
USR-0987,Pool_4,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-04-28,Migrated
USR-0988,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-12-29,Migrated
USR-0989,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-11-01,Migrated
USR-0990,Pool_4,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-13,Pending
USR-0991,Pool_1,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-12-30,Migrated
USR-0992,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-09-28,Migrated
USR-0993,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-03-21,Pending
USR-0994,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-06-30,Migrated
USR-0995,Pool_1,GraphPad Prism Enterprise,Unknown,GraphPad Prism,Unknown,0.35,Self-Study,2024-09-13,Pending
USR-0996,Pool_5,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Study,2024-05-11,Migrated
USR-0997,Pool_2,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-01-16,Migrated
USR-0998,Pool_5,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Self-Directed,2024-04-25,Migrated
USR-0999,Pool_1,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Self-Directed,2024-12-02,Migrated
USR-1000,Pool_2,GraphPad Prism Enterprise,R / RStudio,GraphPad Prism,Open Source,0.3,Instructor-Led,2024-09-23,Migrated
USR-1001,Pool_3,GraphPad Prism Enterprise,Other Software,GraphPad Prism,Commercial,0.15,Instructor-Led,2024-11-16,Migrated
